indicator,colony_prefix,pipeline,emma,production_centre,microinjection_date,marker_symbol,es_cell_clone,confirm_locus_targeted,confirm_structure_targeted_allele,confirm_downstream_lox_p_site,confirm_no_additional_vector_insertions,es_dist_qc,es_user_qc,mouse_qc
allpass,MAMV,EUCOMM,1,WTSI,2008-04-23,Zzz3,EPD0058_3_B01,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MAMX,EUCOMM,1,WTSI,2007-11-30,Grb2,EPD0058_3_G07,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,MBKT,EUCOMM,1,WTSI,2008-04-29,3010026O09Rik,EPD0058_4_E06,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBHD,EUCOMM,1,WTSI,2008-03-20,Ttll3,EPD0058_5_D03,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBUU,EUCOMM,1,WTSI,2009-10-01,Ccdc104,EPD0059_1_A09,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,Mxra7-G06,EUCOMM,1,Harwell,2011-05-03,Mxra7,EPD0059_1_G06,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_karyotype user_qc_loxp_confirmation user_qc_southern_blot,
allpass,MBAP,EUCOMM,1,WTSI,2007-12-13,Snf8,EPD0059_2_C08,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,GSF-EPD0059_2_D02-2,EUCOMM,1,HMGU,2008-08-19,Mtmr4,EPD0059_2_D02,1,1,1,1,distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr qc_southern_blot qc_three_prime_lr_pcr
allpass,Monterotondo-EPD0059_2_G04-2,EUCOMM,1,Monterotondo,2008-12-03,Wrnip1,EPD0059_2_G04,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_loxp_confirmation user_qc_southern_blot,qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_sr_pcr
inprocess,GSF-EPD0059_3_A06-1,EUCOMM,1,HMGU,2008-08-26,Acot13,EPD0059_3_A06,,1,1,,distribution_qc_three_prime_sr_pcr,,
inprocess,GSF-EPD0059_3_A06-2,EUCOMM,1,HMGU,2008-09-09,Acot13,EPD0059_3_A06,,1,1,,distribution_qc_three_prime_sr_pcr,,
allpass,ICS-EPD0059_4_D03-1,EUCOMM,1,ICS,2008-02-22,Ngfr,EPD0059_4_D03,1,1,1,1,,user_qc_southern_blot,qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr
allpass,MBAU,EUCOMM,1,WTSI,2007-12-17,Sparc,EPD0060_1_A07,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,GSF-EPD0060_1_B12-1,EUCOMM,1,HMGU,2008-09-02,Hgs,EPD0060_1_B12,1,1,1,1,distribution_qc_three_prime_sr_pcr,,qc_southern_blot
allpass,Monterotondo-EPD0060_1_C04-3,EUCOMM,1,Monterotondo,2009-01-23,Nmnat1,EPD0060_1_C04,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_loxp_confirmation user_qc_southern_blot,qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_sr_pcr qc_southern_blot
allpass,MRC - Harwell-EPD0060_2_A11-1,EUCOMM,1,Harwell,2008-11-05,Smpdl3b,EPD0060_2_A11,1,1,1,1,,user_qc_loxp_confirmation user_qc_southern_blot,qc_loxp_confirmation
inprocess,ICS-EPD0060_2_D02-1,EUCOMM,1,ICS,2008-10-16,Aldh3a2,EPD0060_2_D02,1,1,1,,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr
allpass,ICS-EPD0060_2_H09-1,EUCOMM,1,ICS,2008-04-11,B9d1,EPD0060_2_H09,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_karyotype user_qc_southern_blot,qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr
allpass,ICS-EPD0060_3_G04-1,EUCOMM,1,ICS,2008-05-27,Sept8,EPD0060_3_G04,1,1,1,1,,user_qc_karyotype user_qc_southern_blot,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr
allpass,Monterotondo-EPD0060_4_E10-1,EUCOMM,1,Monterotondo,2008-11-14,Cpeb4,EPD0060_4_E10,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_five_prime_lr_pcr user_qc_loxp_confirmation user_qc_mutant_specific_sr_pcr user_qc_neo_sr_pcr user_qc_southern_blot user_qc_three_prime_lr_pcr user_qc_tv_backbone_assay,qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_sr_pcr
allpass,MESH,EUCOMM,1,WTSI,2011-12-06,Zkscan17,EPD0061_1_B09,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,ICS-EPD0061_1_C10-1,EUCOMM,1,ICS,2008-02-18,Fabp3,EPD0061_1_C10,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_southern_blot,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr
allpass,MBGK,EUCOMM,1,WTSI,2008-03-17,Prkcz,EPD0061_2_F06,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBDH,KOMP-CSD,1,WTSI,2008-01-31,Cog2,EPD0064_1_A10,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,user_qc_five_prime_lr_pcr,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,BL753,KOMP-CSD,1,UCD,2008-04-29,Cog2,EPD0064_1_A10,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,user_qc_five_prime_lr_pcr,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,MBDN,KOMP-CSD,1,WTSI,2008-02-01,Rpap2,EPD0064_1_G02,1,1,1,1,,,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBDK,KOMP-CSD,1,WTSI,2008-02-01,Cluap1,EPD0064_2_A02,1,1,1,1,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,user_qc_five_prime_lr_pcr,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
inprocess,BL826,KOMP-CSD,1,UCD,2008-06-23,Dctn5,EPD0064_2_A04,,1,1,,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,,
allpass,MBDG,KOMP-CSD,1,WTSI,2008-01-31,Ogfod1,EPD0064_2_C12,1,1,1,1,,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBGM,KOMP-CSD,1,WTSI,2008-03-26,Dctn5,EPD0064_2_D04,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr
allpass,MBTX,KOMP-CSD,1,WTSI,2008-09-03,Dscc1,EPD0064_2_H09,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBBC,EUCOMM,1,WTSI,2007-12-21,Mapk1,EPD0065_1_D04,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBAX,EUCOMM,1,WTSI,2007-12-20,Spnb2,EPD0065_1_F10,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDGD,EUCOMM,1,WTSI,2010-11-10,Usp3,EPD0065_2_A11,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
inprocess,ICS-EPD0065_2_E04-1,EUCOMM,1,ICS,2008-02-26,Clk1,EPD0065_2_E04,1,1,1,,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr
allpass,ICS-EPD0065_4_B07-1,EUCOMM,1,ICS,2010-05-28,Raf1,EPD0065_4_B07,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_karyotype user_qc_southern_blot,qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_southern_blot
allpass,MALE,EUCOMM,1,WTSI,2009-03-02,Snap29,EPD0065_4_B10,1,1,1,1,distribution_qc_three_prime_sr_pcr,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,MRC - Harwell-EPD0065_4_D03-1,EUCOMM,1,Harwell,2008-10-07,Bre,EPD0065_4_D03,1,1,1,1,,user_qc_karyotype user_qc_southern_blot,qc_loxp_confirmation qc_southern_blot
allpass,ICS-EPD0065_5_A04-1,EUCOMM,1,ICS,2008-02-25,Jmjd5,EPD0065_5_A04,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_southern_blot,qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr
allpass,ICS-EPD0066_2_A08-1,EUCOMM,1,ICS,2008-05-26,Ttll1,EPD0066_2_A08,1,1,1,1,,user_qc_karyotype user_qc_southern_blot,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr
allpass,MBGS,EUCOMM,1,WTSI,2008-03-28,Acsl4,EPD0066_2_D10,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBTN,EUCOMM,1,WTSI,2008-08-14,Rhot1,EPD0066_2_F01,1,1,1,1,,,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,ICS-EPD0066_2_F05-1,EUCOMM,1,ICS,2008-06-24,Ift20,EPD0066_2_F05,1,1,1,1,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,user_qc_karyotype user_qc_southern_blot,qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr
allpass,BL789,KOMP-CSD,1,UCD,2008-05-01,B230118H07Rik,EPD0067_1_B06,1,1,1,1,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,BL827,KOMP-CSD,1,UCD,2008-06-25,Pygb,EPD0067_2_A10,1,1,1,1,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,MBGR,KOMP-CSD,1,WTSI,2008-03-27,Cit,EPD0068_1_B03,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBKH,KOMP-CSD,1,WTSI,2008-05-07,Eif2c1,EPD0068_1_H05,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MRC - Harwell-EPD0069_1_A07-1,EUCOMM,1,Harwell,2008-07-09,Nipsnap1,EPD0069_1_A07,1,1,1,1,,user_qc_map_test user_qc_southern_blot,qc_loa_qpcr qc_loxp_confirmation qc_neo_count_qpcr qc_southern_blot
allpass,MRC - Harwell-EPD0069_1_G06-1,EUCOMM,1,Harwell,2008-08-13,Brpf1,EPD0069_1_G06,1,1,1,1,,user_qc_map_test user_qc_southern_blot,qc_loa_qpcr qc_loxp_confirmation qc_neo_count_qpcr qc_southern_blot
allpass,MRC - Harwell-EPD0069_2_E02-1,EUCOMM,1,Harwell,2008-06-18,Pa2g4,EPD0069_2_E02,1,1,1,1,,user_qc_map_test,qc_loa_qpcr qc_loxp_confirmation qc_neo_count_qpcr qc_southern_blot
allpass,MBBM,EUCOMM,1,WTSI,2008-01-10,Sympk,EPD0069_2_H09,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MRC - Harwell-EPD0069_3_A11-1,EUCOMM,1,Harwell,2008-12-02,Cul7,EPD0069_3_A11,1,1,1,1,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,user_qc_map_test user_qc_southern_blot,qc_loa_qpcr qc_loxp_confirmation qc_neo_count_qpcr qc_southern_blot
allpass,MBBQ,EUCOMM,1,WTSI,2008-01-21,Ninl,EPD0069_3_E07,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MAXJ,EUCOMM,1,WTSI,2009-04-30,Caprin2,EPD0069_4_C02,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBCD,EUCOMM,1,WTSI,2008-01-18,Sms,EPD0069_4_H07,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,MBBS,EUCOMM,1,WTSI,2008-01-09,Prmt1,EPD0070_1_B01,1,1,1,1,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,user_qc_three_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MRC - Harwell-EPD0070_1_B02-1,EUCOMM,1,Harwell,2009-05-21,Prmt1,EPD0070_1_B02,1,1,1,1,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,,qc_loxp_confirmation qc_southern_blot
allpass,MBBV,EUCOMM,1,WTSI,2008-01-09,Lmnb1,EPD0070_1_G07,1,1,1,1,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBBZ,EUCOMM,1,WTSI,2008-08-27,Smc3,EPD0070_2_G01,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBCB,EUCOMM,1,WTSI,2008-04-24,Ldha,EPD0070_2_G04,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,MBCH,EUCOMM,1,WTSI,2008-01-17,Ncaph2,EPD0070_2_G09,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,MBCK,EUCOMM,1,WTSI,2008-01-17,Atp5a1,EPD0070_3_B02,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,MBHE,EUCOMM,1,WTSI,2008-05-13,Lrig1,EPD0070_3_G09,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBCL,EUCOMM,1,WTSI,2008-01-16,Pfkl,EPD0070_4_A04,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBCQ,EUCOMM,1,WTSI,2008-01-15,Kdm4b,EPD0070_4_E10,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,MBVJ,EUCOMM,1,WTSI,2008-09-10,Prmt7,EPD0070_4_F09,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBCS,EUCOMM,1,WTSI,2008-01-15,Myh9,EPD0070_5_C01,1,1,1,1,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,,qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,MBCU,EUCOMM,1,WTSI,2008-01-14,Prmt3,EPD0070_5_D05,1,1,1,1,distribution_qc_three_prime_sr_pcr,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBPH,KOMP-CSD,1,WTSI,2009-06-01,Aldh18a1,EPD0071_1_D03,1,1,1,1,,,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,MBKM,KOMP-CSD,1,WTSI,2008-05-02,Lrrc16a,EPD0071_3_H09,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCVN,KOMP-CSD,1,WTSI,2010-04-20,Sec23a,EPD0072_1_B09,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,user_qc_three_prime_lr_pcr,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDDA,KOMP-CSD,1,WTSI,2010-09-29,A430084P05Rik,EPD0073_2_C09,1,1,1,1,distribution_qc_three_prime_sr_pcr,user_qc_three_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,BL1554,KOMP-CSD,1,UCD,2010-06-18,Adamtsl2,EPD0073_3_E06,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,BL925,KOMP-CSD,1,UCD,2008-10-14,Gem,EPD0073_3_G07,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,MCBX,KOMP-CSD,1,WTSI,2009-05-27,2310007B03Rik,EPD0075_1_B10,1,1,1,1,,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDBV,KOMP-CSD,1,WTSI,2010-10-08,Kif21b,EPD0076_1_F07,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,user_qc_three_prime_lr_pcr,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
inprocess,BL850,KOMP-CSD,1,UCD,2008-07-17,St18,EPD0078_2_A08,1,1,1,,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_loxp_confirmation
allpass,MCTY,KOMP-CSD,1,WTSI,2010-03-09,St18,EPD0078_2_C07,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
inprocess,BL810,KOMP-CSD,1,UCD,2008-05-28,Allc,EPD0078_3_H04,,1,1,1,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,,qc_neo_count_qpcr
allpass,MBHJ,KOMP-CSD,1,WTSI,2008-05-16,Slc22a21,EPD0079_1_A10,1,1,1,1,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBHH,KOMP-CSD,1,WTSI,2008-05-15,Nom1,EPD0079_4_E02,1,1,1,1,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBGZ,KOMP-CSD,1,WTSI,2009-09-30,BC017643,EPD0079_5_E10,1,1,1,1,,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDCW,KOMP-CSD,1,WTSI,2010-09-27,Rapgefl1,EPD0079_5_G07,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCKJ,KOMP-CSD,1,WTSI,2009-10-06,Tmprss15,EPD0079_6_H08,1,1,1,1,,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,Monterotondo-EPD0080_1_B11-1,EUCOMM,1,Monterotondo,2008-10-30,Asxl1,EPD0080_1_B11,1,1,1,1,distribution_qc_five_prime_sr_pcr distribution_qc_three_prime_sr_pcr,user_qc_mutant_specific_sr_pcr user_qc_southern_blot,qc_mutant_specific_sr_pcr
allpass,MBGV,EUCOMM,1,WTSI,2008-03-17,Agpat3,EPD0080_1_D08,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBSP,EUCOMM,1,WTSI,2008-07-28,Asxl1,EPD0080_1_D11,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBGW,EUCOMM,1,WTSI,2008-03-26,Zranb2,EPD0080_1_H04,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,MBGX,EUCOMM,1,WTSI,2008-08-14,Mcph1,EPD0080_2_A02,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDYB,EUCOMM,1,WTSI,2011-06-03,Ezr,EPD0080_2_A07,1,1,1,1,,user_qc_three_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBJA,KOMP-CSD,1,WTSI,2008-09-04,4933425L06Rik,EPD0081_4_A11,1,1,1,1,,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBHN,KOMP-CSD,1,WTSI,2008-07-08,Eif4e3,EPD0081_5_C11,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MBHQ,KOMP-CSD,1,WTSI,2008-07-10,Abhd5,EPD0081_5_E07,1,1,1,1,,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
